486,LYSMD1
487,SRGAP2C
488,ARMC10
489,SRRM5
490,ADIPOR2
491,TRIM27
492,PTGDR
493,ANKDD1B
494,C6orf52
495,FAM111A
496,AC005523.3
497,RCN2
498,RBM48
499,ARHGEF10
500,ENTPD3-AS1
501,ATP7B
502,MPND
503,CCDC168
504,ANKDD1A
505,UBP1
506,ZNHIT6
507,CTD-2378E12.1
508,TMEM150A
509,AIMP1
510,MTRNR2L3
511,C5AR2
512,TTC30B
513,LRRC20
514,CEP350
515,COL7A1
516,CTA-363E6.6
517,USP14
518,ASIC3
519,SOX6
520,IMMP1L
521,CUL5
522,HDHD2
523,XXYLT1
524,NPIPB5
525,PDCD2L
526,MBD5
527,MAPK11
528,ARHGAP33
529,NDUFS2
530,NT5DC3
531,ZNF343
532,LCLAT1
533,TIE1
534,C1orf106
535,AIRE
536,DDO
537,ABCB4
538,NPAT
539,RAB27B
540,DHRS11
541,RHCE
542,RP11-85G18.6
543,ZNF141
544,RP11-484K9.4
545,UBXN4
546,CORO2B
547,COA6
548,SERPINB9
549,C21orf59
550,BCL2
551,RP11-348N5.9
552,CTD-2095E4.5
553,TNFRSF25
554,RP5-967N21.11
555,TSSK3
556,FAM222A
557,KCNQ5
558,SMARCE1
559,MAT2A
560,RP11-107F6.3
561,MCCC2
562,MED6
563,RP11-222K16.2
564,CALML4
565,KIR3DX1
566,MAP9
567,RP11-539L10.3
568,RP1-100J12.1
569,PIWIL1
570,BEGAIN
571,PTK2B
572,ALCAM
573,RAD9B
574,CRISPLD2
575,CEP76
576,NFYC
577,DNAJC6
578,BRE
579,KLRF1
580,LYPD6B
581,HACD2
582,CD40
583,BRCC3
584,GPBAR1
585,PLK3
586,LIMK2
587,PVT1
588,OLMALINC
589,SMO
590,MAS1
591,FAM110A
592,DNAJC27
593,EIF2B4
594,RP11-195F19.5
595,CHTF18
596,RP11-93B14.9
597,ARMC7
598,C3AR1
599,NTN4
600,BOD1
601,WDFY1
602,UBXN2B
603,RBM6
604,MAPKAPK5
605,GZMA
606,DFNB59
607,CTD-3076O17.2
608,PKDCC
609,RP11-63L7.5
610,SDHAF2
611,MED27
612,SLC25A42
613,ZFYVE19
614,VPS39
615,RP11-472N13.3
616,MATK
617,FAM120AOS
618,VNN1
619,NUP37
620,RP5-1136G13.2
621,ANXA3
622,TTYH1
623,TMEM80
624,CAP1
625,RP5-1085F17.3
626,TMEM5
627,EGLN1
628,NXT1
629,COQ9
630,RP3-406A7.7
631,KLF1
632,XYLT1
633,CACTIN
634,IGSF10
635,RAB10
636,ARSB
637,MX1
638,GRASP
639,ALS2
640,TOR2A
641,RP11-3D4.3
642,ACP6
643,RP4-583P15.16
644,SETBP1
645,NUDT22
646,EXOC2
647,PRDM11
648,RP11-66D17.3
649,ZNF470
650,TARS2
651,C1orf54
652,RP11-976B16.1
653,DALRD3
654,FLOT1
655,BBS1
656,SCARF1
657,MRPS26
658,MRPL46
659,GNA12
660,ITGB1BP2
661,MPO
662,ADCK2
663,AC013461.1
664,ATF7IP
665,COX8A
666,ACSM3
667,TSG101
668,AL928742.12
669,P3H2
670,MCTS1
671,XXbac-BPG299F13.17
672,EPHA2
673,CDC26
674,PHF8
675,SLC25A22
676,MTMR10
677,COX14
678,KRTCAP3
679,OTOA
680,GPR157
681,PTPRA
682,COL6A6
683,HKR1
684,DHX9
685,GUSB
686,HSD11B1
687,RP11-154H12.3
688,TMSB15A
689,PSMD10
690,PHF23
691,ZNF746
692,RAB3B
693,CLUAP1
694,CD63
695,ZNF556
696,LUC7L2
697,TSPAN2
698,TRAV22
699,MON2
700,C9orf72
701,RPS9
702,APOBEC3H
703,RHOA
704,CYP17A1-AS1
705,HECW2
706,DLGAP1-AS1
707,CAPN11
708,SLC16A13
709,CCDC183-AS1
710,DUS3L
711,TMSB4X
712,UBAP1
713,RBL2
714,SLC38A5
715,TMCO1
716,DPEP1
717,WNT5B
718,C20orf27
719,RP11-90L1.8
720,RP11-350G8.5
721,SZRD1
722,CAPN12
723,PLCXD1
724,ADCY4
725,TBX6
726,AC007325.4
727,AATK
728,YEATS4
729,FADS1
730,KCNRG
731,CENPH
732,SGPP2
733,WIPF1
734,RP11-2B6.2
735,BOLA3-AS1
736,BAMBI
737,YRDC
738,C14orf159
739,RP11-53O19.3
740,RP11-250B2.6
741,DOCK9
742,TBXA2R
743,HTATSF1
744,RP1-29C18.10
745,CTD-2336O2.3
746,RBBP8
747,GRIP1
748,SUCO
749,CTD-2553L13.10
750,ITGA8
751,PGAP2
752,AC010226.4
753,UBE2I
754,BTBD11
755,MAFTRR
756,SLC9A6
757,CTA-392E5.1
758,IPO8
759,ATPIF1
760,DPY30
761,ESF1
762,TEX29
763,TIMP1
764,EIF4E2
765,RP11-665G4.1
766,LINC00574
767,ZNF562
768,CRY1
769,HIST1H4H
770,RP11-16P6.1
771,CMTM3
772,NGFR
773,NQO2
774,AK1
775,NUP35
776,UQCC2
777,RP11-15A1.2
778,RP11-188P20.3
779,RP11-77P16.4
780,HERPUD2
781,XXbac-BPGBPG55C20.3
782,RCAN1
783,SEC11A
784,CENPJ
785,TRAF3IP2-AS1
786,GTF3A
787,RP4-612B15.3
788,SAV1
789,PHF14
790,CD2AP
791,SRP14-AS1
792,RP11-297N6.4
793,DBNDD1
794,TCAP
795,PARP10
796,CTIF
797,PLXNA1
798,MAP2K1
799,NF1
800,PARVA
801,FBXL16
802,HPGDS
803,ZNF234
804,SUCLG2
805,LINC01285
806,RWDD2A
807,RBM5
808,ADSL
809,RMND5B
810,SLC39A14
811,CTD-2227I18.1
812,INPP5F
813,E2F7
814,CXCL5
815,WNT7B
816,UBR5
817,LYRM9
818,CPD
819,SCG5
820,KIF5B
821,SDCBP
822,TPM1
823,ST6GAL2
824,ZNF235
825,CTD-2020K17.4
826,NOP9
827,RP11-289H16.1
828,PPP3R1
829,ZFAND2A
830,UBL5
831,PCTP
832,ATP6V1F
833,LIN9
834,AC073657.1
835,TPK1
836,CCDC110
837,OLIG1
838,MED14
839,CA8
840,GALNT8
841,FGF11
842,TGM1
843,HLA-DQA2
844,MBOAT4
845,POLE4
846,LSP1
847,MPZL2
848,ZNF771
849,DNMT1
850,ZNF154
851,MAP10
852,PRKAG2
853,TCF7L1
854,SYNE2
855,MAPK8IP2
856,CAPS
857,SLC46A3
858,LINC00630
859,C17orf75
860,CCDC157
861,SELL
862,TBC1D1
863,NCALD
864,TRAV36DV7
865,TCTEX1D2
866,DNAI2
867,LINC00852
868,RP11-730K11.1
869,EMSY
870,AP1S3
871,RP11-927P21.1
872,PDRG1
873,RP11-533E19.5
874,ALG1L
875,C17orf99
876,ZNF668
877,RP11-490O6.2
878,RP11-873E20.1
879,COQ2
880,LINC01374
881,SMIM19
882,JAG1
883,KIAA0753
884,RAPH1
885,FIS1
886,COX5A
887,METTL14
888,ADGRA3
889,NUP62
890,ASAP2
891,CNKSR3
892,CCS
893,UBN1
894,HMGB1
895,TGIF2
896,RNASE3
897,CARF
898,TMED4
899,TUBGCP6
900,APOA1
901,TANGO2
902,HDX
903,NOMO2
904,AJUBA
905,TBK1
906,SAMD10
907,PLD3
908,RPL7
909,ZNF620
910,CA11
911,ANKRD18B
912,HOPX
913,ENTPD4
914,RP11-488L18.8
915,SYNJ2BP
916,MPC2
917,SERAC1
918,TUBD1
919,DEGS1
920,JAK2
921,RP11-11M20.4
922,CARD11
923,RP11-2E11.9
924,KLHDC3
925,EIF4A2
926,HGSNAT
927,SULT1C4
928,RP11-73K9.3
929,CDH24
930,RP11-102N12.3
931,ZNF573
932,E2F5
933,RNF123
934,ASTN2
935,RP11-495P10.1
936,KB-1471A8.1
937,RP13-216E22.4
938,CEP83
939,APH1A
940,CD70
941,DPYSL3
942,SMIM4
943,COPZ2
944,SLC23A3
945,XIST
946,RP4-794I6.4
947,ASCC1
948,MTRF1
949,ZNF14
950,FNTA
951,NUP50
952,S100A12
953,IFIT1B
954,SNN
955,RP1-39G22.7
956,NFE2
957,AC016907.3
958,GNAS
959,LAMC1
960,SMARCAD1
961,NAT14
962,SECISBP2L
963,ANAPC13
964,MAP2K2
965,FREM1
966,C5orf17
967,TMPO-AS1
968,PCBP3
969,RP11-343H5.6
970,RP5-1142A6.8
971,TRBV18
972,XBP1
973,CHMP2A
974,EPHX2
975,CSGALNACT1
976,CLIC4
977,DYRK4
978,ASB2
979,METTL1
980,DDIT4
981,ARFIP2
982,ACAD9
983,RP11-175K6.1
984,LSM3
985,CD55
986,MRPS17
987,FBLN1
988,TRBV21-1
989,SNX3
990,DNAJC12
991,MYO1G
992,RP5-940J5.6
993,FBL
994,PAXIP1-AS1
995,PRMT2
996,TIPARP
997,EMID1
998,NDUFAB1
999,ARG2
